genre,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m
edm,-5.427445143140824,1,0.08669548237630316,0.08150359532351481,0.21857789519609466,0.21185867946384246,0.4006555187820619,125.76802432566606,222540.8583485024
latin,-6.264454704170709,1,0.10265315227934045,0.21092044900096996,0.04444698068089234,0.180625676042677,0.6055104267701261,118.6223536372454,216863.44694471388
pop,-6.315328127837298,1,0.07399126566188487,0.17079366716542582,0.05987629295805339,0.1768331941165789,0.5035210277828218,120.74317831850371,217768.10423097876
r&b,-7.864847910145461,1,0.11679213772785858,0.25990374844411707,0.02892032691769472,0.1752676486834837,0.531230602099061,114.22215558828945,237599.4897808875
rap,-7.042269404803342,1,0.19750588235294114,0.19247867936999652,0.07599720175078316,0.19165443090845807,0.5050900104420466,120.65490758788721,214163.8891402715
rock,-7.588894970712987,1,0.05769567764088063,0.145188901539083,0.0624173257725712,0.20313518481114926,0.5373520500908908,124.988785901838,248576.5003029691
